Mon Feb 10 17:35:59 2025    profile_output.prof

         25979773 function calls (23642197 primitive calls) in 95.415 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/_exceptions.py:17(_display_as_base)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:7060(max)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/basis/translate_parameterized.py:1(<module>)
        1    0.000    0.000    0.012    0.012 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/passmanager/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/overlap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/quantum_info/operators/base_operator.py:27(BaseOperator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/controlledgate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/pulse/instructions/instruction.py:37(Instruction)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/external/appdirs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/integrate/_ivp/base.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/expressions/constants/callback_param.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/synthesis/evolution/qdrift.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/synthesis/qft/qft_decompose_lnn.py:1(<module>)
       19    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/arrays/datetimes.py:124(_field_accessor)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/xpress_conif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/elementwise/elementwise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/integrate/_ivp/radau.py:179(Radau)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:5022(__init__)
        3    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_fontconfig_pattern.py:57(comma_separated)
        1    0.000    0.000    0.011    0.011 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/window/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:3960(genhyperbolic_gen)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_distribution_infrastructure.py:1589(reset_cache)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/_strptime.py:26(_getlang)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/highs_conif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_resampling.py:2200(PermutationMethod)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/contour.py:940(_get_lowers_and_uppers)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:8646(asanyarray)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passmanager_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/charset_normalizer/legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/f2py/symbolic.py:157(Expr)
        1    0.000    0.000    0.057    0.057 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/preset_passmanagers/level0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/n_local/real_amplitudes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/templates/nct/template_nct_9c_10.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/standard_gates/rxx.py:26(RXXGate)
        9    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/pathlib.py:711(joinpath)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/textwrap.py:157(_split)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/groupby/numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:1433(NumpyEADtype)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:6785(lognorm_gen)
       92    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/accessor.py:141(<lambda>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/spatial/_spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/array_api_extra/_funcs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/synthesis/two_qubit/two_qubit_decompose.py:438(TwoQubitBasisDecomposer)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/arithmetic/integer_comparator.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dill/_shims.py:154(register_shim)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/_docscrape.py:623(ClassDoc)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/scheduler/config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/calibration/rzx_builder.py:56(RZXCalibrationBuilder)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/image.py:233(_ImageBase)
        3    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:3691(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:4969(invgauss_gen)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/arithmetic/adders/adder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/iqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/pulse/instructions/snapshot.py:24(Snapshot)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/interpolate/_polyint.py:53(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/optimization/inverse_cancellation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/dagcircuit/collect_blocks.py:28(BlockCollector)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/dagcircuit/dagdepnode.py:21(DAGDepNode)
        7    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/quantumcircuit.py:5010(sdg)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/colors.py:98(ColorSequenceRegistry)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/fft/_realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/utils/filter_op_nodes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/compat/pyarrow.py:1(<module>)
       23    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/_config/config.py:849(inner)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/index.py:111(special_index)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/hstack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/integrate/_rules/_base.py:245(NestedFixedRule)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/parameterexpression.py:461(__rmul__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/importlib/metadata/__init__.py:60(Sectioned)
        6    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/_dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/__init__.py:590(get_data_path)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/clarabel_conif.py:128(CLARABEL)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/suppfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/promote.py:52(Promote)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/signal/_upfirdn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/prod.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/synthesis/arithmetic/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/char/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/synthesis/arithmetic/multipliers/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/controlflow/while_loop.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/standard_gates/u1.py:152(inverse)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:724(Rectangle)
        6    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_distribution_infrastructure.py:275(define_parameters)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/constraints/second_order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tkinter/filedialog.py:33(FileDialog)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/scimath.py:1(<module>)
       44    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        9    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/strings/accessor.py:145(_map_and_wrap)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/indexing.py:1563(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/glpk_mi_conif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/nag_conif.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_new_distributions.py:296(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/quantum_rel_entr.py:26(quantum_rel_entr)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/conj.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:401(betanbinom_gen)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/integrate/_ode.py:110(ode)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/lin_ops/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py:459(__call__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/indexes/category.py:51(CategoricalIndex)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/util/_decorators.py:172(_deprecate_kwarg)
        1    0.000    0.000    0.023    0.023 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/dcp2cone/canonicalizers/suppfunc_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/pnorm.py:50(Pnorm)
        9    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/_util.py:970(_rename_parameter)
       26    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:6097(<lambda>)
       37    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/threading.py:1629(main_thread)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/arithmetic/multipliers/rg_qft_multiplier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/collections.py:1511(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_enums.py:27(JoinStyle)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/constraints/exponential.py:30(ExpCone)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/pulse/instructions/phase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/qobj/common.py:19(QobjDictField)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/delay.py:25(Delay)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/inset.py:14(InsetIndicator)
        5    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/rcsetup.py:237(_validate_pathlike)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/logging/__init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/_pyio.py:2006(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/array_algos/masked_reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_linesearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/stata.py:2250(StataWriter)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/excel/_xlsxwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/max.py:25(max)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/min.py:25(min)
        3    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/contour.py:812(get_transform)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/unittest/suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passmanager.py:260(StagedPassManager)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/importlib/resources/abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/getlimits.py:639(iinfo)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_distribution_infrastructure.py:1729(tol)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/layout.py:30(Layout)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/quantum_info/operators/symplectic/random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/quantum_info/operators/scalar_op.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/backends/registry.py:202(is_valid_backend)
       25    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/functools.py:970(__set_name__)
        8    0.000    0.000    0.000    0.000 {built-in method posix.fstat}
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/groupby/grouper.py:66(Grouper)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/_core/data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/_tkinter_finder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/stata.py:3204(StataWriter117)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_distribution_infrastructure.py:2277(standard_deviation)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/interface/base_matrix_interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/providers/models/pulsedefaults.py:165(PulseDefaults)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/__future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/copt_conif.py:42(COPT)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/trace.py:26(trace)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/trace.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_new_distributions.py:49(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/optimization/optimize_annotated.py:35(OptimizeAnnotated)
       23    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/_testutils.py:86(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/tr_inv.py:28(tr_inv)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_lsq/bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/synthesis/two_qubit/two_qubit_decompose.py:106(TwoQubitWeylDecomposition)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/qobj/utils.py:1(<module>)
       38    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/multiprocessing/__init__.py:23(<genexpr>)
       77    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/shlex.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/routing/layout_transformation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/polynomial/laguerre.py:1632(Laguerre)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/generalized_gates/permutation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/quantum_info/operators/mixins/linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/mpl_toolkits/mplot3d/axes3d.py:4044(_Quaternion)
       19    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/util/_decorators.py:258(future_version_msg)
        1    0.000    0.000    0.005    0.005 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/arpack/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/classical/expr/expr.py:289(Op)
        8    0.000    0.000    0.000    0.000 <frozen os>:808(getenv)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1339(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/transforms/suppfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_distribution_infrastructure.py:187(_Domain)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_distribution_infrastructure.py:1610(_identify_parameterization)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/standard_gates/s.py:313(_define)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/pulse/instructions/acquire.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tkinter/__init__.py:3632(Text)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/qp_solvers/cplex_qpif.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/interface/numpy_interface/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/unittest/util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/utils/barrier_before_final_measurements.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/queue.py:28(Queue)
       20    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/inspect.py:3103(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/email/errors.py:1(<module>)
