Mon Feb 10 17:35:59 2025    profile_output.prof

         25979773 function calls (23642197 primitive calls) in 95.415 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/BmpImagePlugin.py:397(DibImageFile)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/urllib/request.py:894(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/computation/pytables.py:637(TermValue)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/stata.py:792(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/stata.py:957(StataParser)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/groupby/ops.py:1170(SeriesSplitter)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/computation/expr.py:168(_is_type)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/formats/format.py:1513(_ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2599(NumericBlock)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/accessor.py:196(CachedAccessor)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/errors/__init__.py:18(IntCastingNaNError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/zoneinfo/_tzpath.py:176(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/zoneinfo/_common.py:163(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pytz/exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 {built-in method _ecos.version}
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/qp2quad_form/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/dgp2dcp/canonicalizers/geo_mean_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/ecos_bb_conif.py:54(name)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/integrate/_bvp.py:513(BVPResult)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/signal/_filter_design.py:33(BadCoefficients)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/interpolate/_fitpack_repro.py:534(Bunch)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_shgo_lib/_vertex.py:430(ConstraintWrapper)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_shgo_lib/_vertex.py:446(FieldWrapper)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/constants/_codata.py:2116(ConstantWarning)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/signal/_ltisys.py:1151(ZerosPolesGainDiscrete)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_trustregion_ncg.py:42(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/error.py:40(DCPError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/_threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/linalg/_matfuncs_sqrtm.py:21(SqrtmError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/linalg/_interface.py:813(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/unittest/suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/unittest/case.py:193(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/array_api_compat/common/_helpers.py:583(_dask_device)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/f2py/auxfuncs.py:606(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/f2py/auxfuncs.py:604(throw_error)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/analysis/width.py:18(Width)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/analysis/num_tensor_factors.py:18(NumTensorFactors)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/analysis/num_qubits.py:18(NumQubits)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/analysis/count_ops_longest_path.py:18(CountOpsLongestPath)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/socketserver.py:662(_NoThreads)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/optimization/collect_2q_blocks.py:20(Collect2qBlocks)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/optimization/remove_reset_in_zero_state.py:20(RemoveResetInZeroState)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/optimization/template_matching/backward_match.py:54(MatchingScenarios)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/calibration/rzx_builder.py:252(RZXCalibrationBuilderNoEcho)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/layout/enlarge_with_ancilla.py:19(EnlargeWithAncilla)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dill/logger.py:116(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dill/_dill.py:896(_itemgetter_helper)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/dagcircuit/exceptions.py:32(DAGDependencyError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/synthesis/evolution/matrix_synthesis.py:20(MatrixExponential)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/_pep440.py:426(_parse_local_version)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/providers/exceptions.py:18(JobError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/multiprocessing/util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/symengine/utilities.py:244(NotIterable)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/concurrent/futures/_base.py:141(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/symengine/printing.py:3(CCodePrinter)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/concurrent/futures/process.py:125(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/argparse.py:949(_StoreAction)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/importlib/abc.py:52(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/importlib/abc.py:68(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tkinter/__init__.py:2685(Toplevel)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/argparse.py:1342(Namespace)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/projections/geo.py:322(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/projections/polar.py:261(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/tri/_trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/projections/geo.py:280(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/container.py:77(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/legend_handler.py:208(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/calendar.py:38(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/dates.py:1447(YearLocator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/gridspec.py:731(SubplotParams)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/units.py:72(AxisInfo)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/projections/__init__.py:72(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:3515(Curve)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:3592(BracketAB)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:2484(LArrow)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:2844(Arc3)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:2882(Angle3)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/dviread.py:770(Tfm)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:950(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:1476(HCentered)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/widgets.py:1800(SubplotTool)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/hatch.py:31(VerticalHatch)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/hatch.py:9(HatchPatternBase)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/artist.py:110(_Unset)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:866(_DomainTan)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:884(_DomainSafeDivide)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:927(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:2444(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:4955(Located)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/unicode.py:148(LatinA)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/exceptions.py:301(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/results.py:103(List)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:242(_ParseActionIndexError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:3772(WordEnd)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/ImageFile.py:633(PyCodecState)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/GimpGradientFile.py:115(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:2687(_ScaledRotation)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:2810(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:185(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/_typing.py:46(SupportsRead)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_docstring.py:72(_ArtistKwdocLoader)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/__init__.py:252(c_bool)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/__init__.py:262(c_wchar)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/_iotools.py:430(ConverterLockError)
        3    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/linalg/_linalg.py:2124(_pinv_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/__init__.py:170(c_ushort)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/__init__.py:174(c_long)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/__init__.py:351(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/pathlib.py:1425(WindowsPath)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/urllib/parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_api/deprecation.py:221(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/pathlib.py:801(PurePosixPath)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/logging/__init__.py:769(Filter)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/contourpy/enum_util.py:42(as_z_interp)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:2296(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:2110(frozen)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/PpmImagePlugin.py:300(PpmDecoder)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/qp_solvers/xpress_qpif.py:19(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_new_distributions.py:333(_mode_formula)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_trustregion_constr/minimize_trustregion_constr.py:39(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/expressions/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/f2py/_backends/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dill/_shims.py:99(_CallableReduce)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/exceptions.py:41(LayoutError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/passmanager/exceptions.py:18(PassManagerError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/_pyio.py:2039(_check_newline)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/singleton.py:536(SingletonGate)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/concurrent/futures/_base.py:45(Error)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/concurrent/futures/process.py:146(_WorkItem)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tkinter/filedialog.py:233(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 /home/koova22/QSD/flow/interface.py:13(SolverInterface)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:1486(VCentered)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/backend_bases.py:1220(ResizeEvent)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/backend_bases.py:1418(PickEvent)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/kiwisolver/exceptions.py:26(DuplicateEditVariable)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:5247(_NullToken)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/kiwisolver/exceptions.py:15(BadRequiredStrength)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/unicode.py:200(Cyrillic)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/colors.py:2728(FuncNorm)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/__init__.py:247(c_void_p)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/_endian.py:35(_swapped_union_meta)
        3    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/linalg/_linalg.py:3298(_matmul_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/__init__.py:195(c_float)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/logging/__init__.py:1373(disable)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/logging/__init__.py:1311(PlaceHolder)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/re/_parser.py:103(checklookbehindgroup)
        2    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        2    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/_statistics.py:457(EstimateAggregator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/_statistics.py:523(WeightedAggregator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/external/docscrape.py:125(ParseError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/_core/scales.py:407(Discrete)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/cluster/vq.py:85(ClusterError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/http/client.py:1493(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/http/client.py:1537(LineTooLong)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/_core/typing.py:43(Deprecated)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/urllib/request.py:1240(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/pytables.py:3337(FrameFixed)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/computation/engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/indexes/accessors.py:608(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/formats/info.py:1032(_SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/formats/format.py:1657(_Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tarfile.py:270(TarError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2633(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/tseries/frequencies.py:411(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:149(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/errors/__init__.py:627(PyperclipWindowsException)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/compat/compressors.py:67(LZMAFile)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/cvxcore/python/cvxcore.py:40(_swig_setattr_nondynamic_class_variable)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/ecos/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/dgp2dcp/canonicalizers/gmatmul_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/conic_solver.py:54(NegativeIdentityOperator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/xpress_conif.py:50(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/sdpa_conif.py:56(name)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/quad_form.py:31(CvxPyDomainError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_warnings_errors.py:21(NearConstantInputWarning)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_warnings_errors.py:33(FitError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_trustregion_constr/report.py:44(IPReport)
